datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
23.02.2025;Bundestagswahl;14713000;3051;3051;1;1;821;525;0;1346;626;13;1;625;1;625;113;115;42;58;66;51;9;17;297;218;56;110;5;3;;7;5;5;;0;;3;3;1;;0;0;0;29;37;;;;;;
23.02.2025;Bundestagswahl;14713000;3069;3069;1;1;791;465;0;1256;664;11;4;660;7;657;105;106;34;55;62;59;7;5;358;266;54;109;3;4;;8;6;6;;0;;4;5;2;;1;1;0;25;32;;;;;;
23.02.2025;Bundestagswahl;14713000;3071;3071;1;1;828;417;0;1245;633;5;1;632;2;631;140;143;42;49;51;52;14;22;275;200;46;75;9;4;;4;5;6;;1;;6;1;4;;0;2;0;47;65;;;;;;
23.02.2025;Bundestagswahl;14713000;3079;3079;1;1;907;388;0;1295;711;8;7;704;7;704;210;208;56;80;76;81;12;20;253;154;33;77;12;9;;14;4;6;;1;;5;1;0;;0;2;2;45;47;;;;;;
23.02.2025;Bundestagswahl;14713000;3089;3089;1;1;1007;446;0;1453;578;5;9;569;8;570;137;137;61;76;79;72;9;14;205;143;41;64;7;5;;3;2;2;;3;;4;1;0;;1;2;1;25;45;;;;;;
23.02.2025;Bundestagswahl;14713000;3101;3101;1;1;802;503;0;1305;600;3;5;595;4;596;127;122;42;82;82;68;12;20;233;158;62;88;9;6;;6;2;5;;0;;6;1;1;;0;4;3;21;31;;;;;;
23.02.2025;Bundestagswahl;14713000;3109;3109;1;1;791;449;0;1240;664;11;1;663;1;663;131;135;53;59;61;61;19;22;271;191;73;113;4;5;;11;11;9;;2;;12;3;2;;0;2;2;35;39;;;;;;
23.02.2025;Bundestagswahl;14713000;3111;3111;1;1;873;376;0;1249;715;7;3;712;3;712;158;164;56;82;97;86;17;30;245;170;67;95;8;9;;9;12;7;;3;;8;3;4;;0;4;1;45;44;;;;;;
23.02.2025;Bundestagswahl;14713000;3119;3119;1;1;810;470;0;1280;674;5;2;672;1;673;155;156;45;64;73;75;9;17;280;161;55;111;5;5;;11;10;7;;2;;5;3;2;;0;2;5;35;52;;;;;;
23.02.2025;Bundestagswahl;14713000;3129;3129;1;1;903;389;0;1292;734;10;2;732;0;734;162;162;43;71;87;73;18;25;295;203;63;110;6;9;;12;18;6;;5;;3;1;3;;0;0;1;39;51;;;;;;
23.02.2025;Bundestagswahl;14713000;3139;3139;1;1;784;420;0;1204;603;1;3;600;4;599;177;185;39;48;85;73;10;17;187;127;41;80;10;5;;8;6;2;;1;;4;1;0;;0;1;3;43;46;;;;;;
23.02.2025;Bundestagswahl;14713000;3149;3149;1;1;771;410;0;1181;612;4;2;610;1;611;131;138;45;50;169;146;14;30;162;106;48;80;8;3;;4;3;3;;0;;3;0;0;;0;2;3;28;45;;;;;;
23.02.2025;Bundestagswahl;14713000;3151;3151;1;1;945;347;0;1292;694;0;9;685;10;684;193;181;63;80;149;135;15;23;164;121;33;35;8;5;;11;6;5;;1;;4;3;1;;1;0;0;51;81;;;;;;
23.02.2025;Bundestagswahl;14713000;3159;3159;1;1;907;440;0;1347;705;6;3;702;4;701;170;166;65;85;150;143;12;17;200;120;51;75;7;8;;8;5;1;;1;;6;1;0;;0;2;4;39;67;;;;;;
23.02.2025;Bundestagswahl;14713000;3161;3161;1;1;748;480;0;1228;641;4;7;634;5;636;166;168;36;56;151;142;20;42;157;80;59;80;3;2;;3;2;1;;1;;0;1;1;;0;0;0;39;60;;;;;;
23.02.2025;Bundestagswahl;14713000;3169;3169;1;1;773;457;0;1230;624;3;5;619;0;624;134;131;49;63;99;94;15;26;189;131;75;97;7;7;;13;6;0;;1;;2;5;2;;1;1;0;39;56;;;;;;
23.02.2025;Bundestagswahl;14713000;3209;3209;1;1;776;367;0;1143;570;1;3;567;2;568;196;196;49;59;88;79;16;25;129;73;39;74;7;3;;6;10;5;;2;;2;1;2;;0;3;1;29;41;;;;;;
23.02.2025;Bundestagswahl;14713000;3211;3211;1;1;722;324;0;1046;601;5;3;598;6;595;178;183;67;80;165;153;12;21;116;66;26;38;3;1;;4;1;2;;2;;3;1;0;;0;1;1;28;41;;;;;;
23.02.2025;Bundestagswahl;14713000;3212;3212;1;1;712;343;0;1055;631;8;2;629;3;628;160;155;57;74;191;187;22;29;106;66;41;44;6;6;;6;3;2;;0;;2;1;0;;0;3;2;39;55;;;;;;
23.02.2025;Bundestagswahl;14713000;3219;3219;1;1;793;291;0;1084;589;4;3;586;2;587;184;190;54;67;108;110;17;13;150;89;21;38;5;6;;10;5;4;;0;;4;2;2;;1;0;0;40;53;;;;;;
23.02.2025;Bundestagswahl;14713000;3229;3229;1;1;887;240;0;1127;651;1;4;647;5;646;220;212;71;77;133;134;14;25;123;97;34;37;3;2;;7;6;2;;1;;2;0;0;;0;1;0;42;50;;;;;;
23.02.2025;Bundestagswahl;14713000;3301;3301;1;1;902;360;0;1262;642;3;7;635;4;638;228;228;49;54;116;111;19;23;114;85;37;47;7;7;;8;9;5;;2;;6;2;0;;0;2;3;52;59;;;;;;
23.02.2025;Bundestagswahl;14713000;3309;3309;1;1;695;263;0;958;593;2;1;592;2;591;243;238;46;43;122;119;17;32;106;64;25;39;8;7;;5;3;4;;0;;0;1;0;;0;0;0;21;40;;;;;;
23.02.2025;Bundestagswahl;14713000;3319;3319;1;1;614;242;0;856;496;3;2;494;1;495;192;181;44;48;114;120;15;22;73;48;17;18;5;6;;3;1;1;;1;;1;2;0;;0;0;0;31;46;;;;;;
23.02.2025;Bundestagswahl;14713000;3409;3409;1;1;759;261;0;1020;593;4;3;590;2;591;283;277;35;42;118;111;13;19;77;54;22;29;13;9;;3;5;5;;0;;1;0;0;;0;2;1;22;40;;;;;;
23.02.2025;Bundestagswahl;14713000;3419;3419;1;1;782;386;0;1168;630;2;7;623;6;624;255;251;49;62;173;158;10;20;76;52;18;19;8;6;;6;5;2;;1;;2;0;1;;0;1;1;28;43;;;;;;
23.02.2025;Bundestagswahl;14713000;3429;3429;1;1;845;304;0;1149;592;1;1;591;2;590;283;277;38;37;112;103;9;20;82;62;14;17;8;6;;7;7;7;;1;;1;0;0;;0;3;4;35;48;;;;;;
23.02.2025;Bundestagswahl;14713000;3431;3431;1;1;748;300;0;1048;652;2;4;648;3;649;294;286;52;60;142;137;21;33;68;43;20;24;10;4;;0;3;2;;0;;4;0;1;;0;0;0;38;55;;;;;;
23.02.2025;Bundestagswahl;14713000;3501;3501;1;1;644;300;0;944;544;1;2;542;2;542;238;245;30;36;115;95;10;19;69;47;26;35;4;1;;5;7;4;;1;;5;2;1;;0;1;0;40;48;;;;;;
23.02.2025;Bundestagswahl;14713000;3519;3519;1;1;739;237;0;976;612;0;2;610;2;610;244;241;51;60;130;118;17;21;98;66;28;35;5;4;;10;6;3;;0;;3;0;2;;0;0;0;31;47;;;;;;
23.02.2025;Bundestagswahl;14713000;3521;3521;1;1;713;478;0;1191;604;3;4;600;2;602;193;190;56;76;175;158;19;43;87;45;35;44;9;7;;3;3;1;;0;;1;1;1;;0;0;1;22;32;;;;;;
23.02.2025;Bundestagswahl;14713000;3529;3529;1;1;781;359;0;1140;588;3;2;586;3;585;228;227;45;60;127;105;15;29;93;54;29;41;10;4;;9;7;5;;0;;5;0;0;;1;0;0;32;45;;;;;;
23.02.2025;Bundestagswahl;14713000;3531;3531;1;1;661;370;0;1031;535;0;3;532;1;534;204;200;35;44;131;127;17;25;77;41;25;38;6;2;;8;4;1;;3;;1;1;0;;1;0;0;32;43;;;;;;
23.02.2025;Bundestagswahl;14713000;4009;4009;1;1;656;552;0;1208;597;10;3;594;3;594;45;48;31;72;77;80;4;14;304;172;100;160;7;5;;5;5;2;;2;;5;1;0;;0;0;0;20;29;;;;;;
23.02.2025;Bundestagswahl;14713000;4011;4011;1;1;585;543;0;1128;489;7;1;488;1;488;53;55;44;62;50;53;10;17;238;130;68;123;5;4;;2;4;0;;4;;10;2;2;;1;0;0;14;25;;;;;;
23.02.2025;Bundestagswahl;14713000;4019;4019;1;1;755;599;0;1354;621;7;4;617;5;616;96;96;34;53;74;72;17;35;300;167;66;142;3;1;;2;7;7;;0;;6;0;0;;1;2;1;18;33;;;;;;
23.02.2025;Bundestagswahl;14713000;4021;4021;1;1;642;464;0;1106;564;9;1;563;1;563;62;63;32;57;60;64;6;12;321;187;55;138;3;1;;1;4;2;;0;;4;0;0;;0;1;0;19;34;;;;;;
23.02.2025;Bundestagswahl;14713000;4031;4031;1;1;625;548;0;1173;568;9;6;562;5;563;79;73;39;55;70;75;9;15;279;168;53;109;3;3;;5;3;3;;1;;7;2;1;;2;0;1;25;45;;;;;;
23.02.2025;Bundestagswahl;14713000;4038;4038;1;1;724;488;0;1212;636;10;1;635;0;636;72;73;38;62;58;62;9;18;342;220;75;138;3;0;;5;12;5;;3;;7;1;1;;0;3;3;22;39;;;;;;
23.02.2025;Bundestagswahl;14713000;4039;4039;1;1;634;627;0;1261;545;13;1;544;1;544;52;49;43;56;36;38;12;21;327;209;53;138;2;2;;1;3;2;;1;;4;1;1;;0;1;1;14;21;;;;;;
23.02.2025;Bundestagswahl;14713000;4041;4041;1;1;613;538;0;1151;539;5;1;538;1;538;56;57;33;54;55;59;12;17;262;152;87;142;2;2;;4;4;3;;0;;5;1;0;;0;1;1;25;42;;;;;;
23.02.2025;Bundestagswahl;14713000;4049;4049;1;1;674;530;0;1204;573;3;1;572;0;573;75;75;24;63;66;65;7;9;303;176;61;128;3;3;;1;6;7;;1;;6;1;1;;0;0;0;26;38;;;;;;
23.02.2025;Bundestagswahl;14713000;4051;4051;1;1;629;405;0;1034;588;6;3;585;2;586;54;56;45;75;46;54;6;14;322;189;85;163;4;2;;3;2;1;;1;;1;1;1;;1;0;0;20;25;;;;;;
23.02.2025;Bundestagswahl;14713000;4068;4068;1;1;626;428;0;1054;534;6;4;530;2;532;41;40;34;51;47;56;7;9;322;232;62;111;4;1;;8;2;5;;1;;4;3;1;;0;0;0;8;13;;;;;;
23.02.2025;Bundestagswahl;14713000;4069;4069;1;1;655;362;0;1017;583;4;2;581;2;581;67;69;51;71;79;78;6;12;270;175;58;111;3;2;;3;3;3;;1;;5;2;1;;0;3;2;39;48;;;;;;
23.02.2025;Bundestagswahl;14713000;4078;4078;1;1;674;501;0;1175;609;4;0;609;0;609;60;62;33;56;71;78;12;17;330;189;70;151;3;2;;2;8;3;;0;;10;2;1;;1;2;2;18;35;;;;;;
23.02.2025;Bundestagswahl;14713000;4079;4079;1;1;595;475;0;1070;519;7;2;517;2;517;54;53;36;60;40;48;4;10;312;203;51;109;2;1;;1;2;1;;0;;6;0;1;;1;0;1;16;22;;;;;;
23.02.2025;Bundestagswahl;14713000;4081;4081;1;1;638;457;0;1095;559;8;1;558;0;559;62;63;30;42;68;66;10;15;314;224;56;109;0;1;;2;2;3;;2;;3;0;1;;0;2;1;14;27;;;;;;
23.02.2025;Bundestagswahl;14713000;4089;4089;1;1;623;368;0;991;538;5;0;538;0;538;68;68;46;73;42;44;5;12;273;154;62;129;3;1;;5;9;5;;0;;3;1;3;;0;0;0;29;41;;;;;;
23.02.2025;Bundestagswahl;14713000;4091;4091;1;1;614;313;0;927;541;1;3;538;4;537;75;75;55;72;41;47;7;8;264;176;60;104;2;1;;3;2;4;;0;;2;2;1;;0;2;0;28;44;;;;;;
23.02.2025;Bundestagswahl;14713000;4099;4099;1;1;653;366;0;1019;557;4;0;557;0;557;81;81;38;50;69;68;10;11;273;174;49;111;3;3;;3;6;7;;0;;7;1;1;;0;1;0;26;41;;;;;;
23.02.2025;Bundestagswahl;14713000;4101;4101;1;1;703;588;0;1291;577;2;1;576;0;577;84;82;47;62;104;114;5;11;245;154;51;95;6;4;;5;6;5;;0;;1;1;1;;1;0;0;27;42;;;;;;
23.02.2025;Bundestagswahl;14713000;4108;4108;1;1;683;485;0;1168;563;7;1;562;2;561;33;36;29;46;44;41;1;6;392;296;38;101;4;4;;1;1;3;;0;;3;0;0;;0;2;0;18;24;;;;;;
23.02.2025;Bundestagswahl;14713000;4109;4109;1;1;653;489;0;1142;594;3;0;594;0;594;46;48;40;69;43;46;9;14;371;250;59;133;2;1;;2;6;2;;0;;3;4;4;;0;1;1;13;21;;;;;;
23.02.2025;Bundestagswahl;14713000;4111;4111;1;1;647;522;0;1169;567;4;2;565;4;563;61;58;34;56;73;79;7;9;305;176;40;117;3;1;;6;11;7;;1;;5;0;0;;0;1;1;30;47;;;;;;
23.02.2025;Bundestagswahl;14713000;4121;4121;1;1;800;463;0;1263;672;7;3;669;3;669;86;93;38;71;60;57;6;8;379;282;53;101;2;2;;6;8;9;;0;;3;2;0;;1;1;0;34;36;;;;;;
23.02.2025;Bundestagswahl;14713000;4129;4129;1;1;815;448;0;1263;667;3;3;664;3;664;101;99;60;83;61;66;8;12;341;244;47;95;7;1;;2;7;5;;3;;7;1;0;;0;0;0;31;47;;;;;;
23.02.2025;Bundestagswahl;14713000;4131;4131;1;1;712;411;0;1123;603;4;2;601;2;601;41;42;25;48;35;35;5;6;434;336;40;93;0;2;;3;10;10;;0;;5;0;0;;1;1;1;10;19;;;;;;
23.02.2025;Bundestagswahl;14713000;4132;4132;1;1;674;418;0;1092;545;1;2;543;1;544;62;64;27;56;57;44;8;15;333;232;31;85;1;2;;3;3;3;;1;;5;1;2;;0;0;0;20;32;;;;;;
23.02.2025;Bundestagswahl;14713000;4139;4139;1;1;613;470;0;1083;505;7;1;504;0;505;43;43;22;42;25;28;6;7;354;264;27;80;0;2;;3;7;9;;0;;4;0;0;;0;0;0;20;23;;;;;;
23.02.2025;Bundestagswahl;14713000;4148;4148;1;1;780;508;0;1288;640;3;7;633;6;634;65;66;35;45;65;69;4;10;387;303;51;103;1;1;;3;10;11;;1;;2;0;1;;0;2;0;13;19;;;;;;
23.02.2025;Bundestagswahl;14713000;4149;4149;1;1;848;372;0;1220;618;2;3;615;3;615;74;74;26;43;40;36;5;10;381;303;40;89;7;6;;1;11;8;;0;;5;0;0;;2;0;0;31;38;;;;;;
23.02.2025;Bundestagswahl;14713000;4151;4151;1;1;731;405;0;1136;632;8;1;631;1;631;76;71;36;69;57;55;2;9;390;268;38;109;3;1;;5;8;11;;1;;3;1;0;;1;0;0;20;28;;;;;;
23.02.2025;Bundestagswahl;14713000;4159;4159;1;1;736;372;0;1108;601;5;5;596;2;599;79;81;32;45;53;62;8;11;340;259;40;77;3;2;;4;8;6;;4;;5;2;1;;2;0;0;31;40;;;;;;
23.02.2025;Bundestagswahl;14713000;4201;4201;1;1;644;320;0;964;477;4;2;475;2;475;106;103;55;58;91;89;8;19;142;98;26;45;7;7;;4;2;2;;0;;4;2;1;;0;3;2;33;43;;;;;;
23.02.2025;Bundestagswahl;14713000;4202;4202;1;1;579;233;0;812;476;3;1;475;0;476;99;99;52;49;95;100;13;16;134;89;31;56;4;4;;5;4;3;;1;;3;0;0;;0;2;1;41;50;;;;;;
23.02.2025;Bundestagswahl;14713000;4211;4211;1;1;678;324;0;1002;578;1;3;575;2;576;123;123;53;70;92;101;13;18;184;116;51;67;7;5;;9;13;15;;1;;2;2;0;;2;1;0;36;47;;;;;;
23.02.2025;Bundestagswahl;14713000;4219;4219;1;1;666;360;0;1026;576;4;2;574;1;575;130;137;65;73;110;107;15;22;160;104;37;65;6;1;;4;8;5;;0;;6;0;0;;0;1;1;42;50;;;;;;
23.02.2025;Bundestagswahl;14713000;4221;4221;1;1;713;272;0;985;632;4;3;629;3;629;117;124;70;90;143;146;13;21;192;104;30;65;14;10;;3;4;2;;0;;6;1;1;;0;0;0;45;57;;;;;;
23.02.2025;Bundestagswahl;14713000;4308;4308;1;1;712;401;0;1113;594;6;1;593;2;592;142;146;61;72;109;113;13;21;180;109;48;69;4;2;;5;6;2;;2;;5;0;0;;0;1;0;29;46;;;;;;
23.02.2025;Bundestagswahl;14713000;4309;4309;1;1;685;305;0;990;504;1;5;499;6;498;162;160;50;60;85;68;4;12;134;83;19;32;7;7;;8;5;5;;0;;2;1;1;;0;0;0;32;60;;;;;;
23.02.2025;Bundestagswahl;14713000;4321;4321;1;1;710;397;0;1107;537;7;4;533;4;533;111;112;41;52;81;75;11;14;210;149;28;59;4;3;;8;7;5;;0;;3;1;3;;1;4;2;35;47;;;;;;
23.02.2025;Bundestagswahl;14713000;4331;4331;1;1;708;183;0;891;522;0;1;521;1;521;189;195;61;63;103;95;11;14;103;70;8;13;4;4;;8;10;4;;0;;2;0;0;;0;1;0;31;53;;;;;;
23.02.2025;Bundestagswahl;14713000;4339;4339;1;1;690;208;0;898;449;0;4;445;5;444;151;148;42;46;76;67;3;14;110;85;17;21;2;3;;6;7;3;;2;;4;1;0;;1;1;1;35;43;;;;;;
23.02.2025;Bundestagswahl;14713000;4341;4341;1;1;759;407;0;1166;565;3;4;561;4;561;148;145;44;58;76;77;11;17;200;143;34;47;7;4;;5;7;7;;1;;5;0;0;;0;1;2;33;50;;;;;;
23.02.2025;Bundestagswahl;14713000;4359;4359;1;1;814;226;0;1040;517;3;6;511;7;510;186;170;35;39;91;91;6;11;119;94;23;26;3;1;;8;10;6;;2;;4;1;1;;0;1;2;36;55;;;;;;
23.02.2025;Bundestagswahl;14713000;4369;4369;1;1;701;309;0;1010;543;1;7;536;6;537;160;153;51;63;88;83;7;8;138;97;28;45;7;7;;11;6;6;;2;;2;0;0;;0;0;0;51;60;;;;;;
23.02.2025;Bundestagswahl;14713000;4401;4401;1;1;910;394;0;1304;683;1;4;679;4;679;192;195;64;80;112;112;8;9;215;150;26;58;11;7;;6;9;9;;2;;2;2;2;;0;0;1;40;46;;;;;;
23.02.2025;Bundestagswahl;14713000;4409;4409;1;1;857;394;0;1251;628;2;7;621;4;624;171;175;52;71;88;88;12;23;191;111;36;66;10;8;;11;8;6;;1;;6;0;0;;0;4;3;49;55;;;;;;
23.02.2025;Bundestagswahl;14713000;4411;4411;1;1;796;347;0;1143;683;5;2;681;2;681;213;219;57;71;147;133;19;32;159;95;34;48;6;1;;7;6;1;;1;;6;0;0;;1;3;4;37;62;;;;;;
23.02.2025;Bundestagswahl;14713000;5007;5007;1;1;660;447;0;1107;610;6;1;609;0;610;48;47;30;59;75;72;6;14;304;174;106;185;4;3;;5;6;4;;1;;3;0;0;;0;2;3;28;40;;;;;;
23.02.2025;Bundestagswahl;14713000;5008;5008;1;1;622;383;0;1005;561;2;2;559;2;559;57;59;27;54;64;65;10;22;288;156;88;170;1;1;;3;8;6;;0;;3;4;0;;1;0;0;12;19;;;;;;
23.02.2025;Bundestagswahl;14713000;5009;5009;1;1;651;401;0;1052;587;4;2;585;2;585;91;92;42;59;69;79;17;20;246;150;79;118;4;4;;5;4;6;;0;;3;0;0;;1;2;2;31;46;;;;;;
23.02.2025;Bundestagswahl;14713000;5019;5019;1;1;587;408;0;995;527;9;4;523;4;523;61;60;30;60;55;54;5;13;254;143;84;135;9;4;;6;2;4;;0;;3;0;0;;0;1;1;22;40;;;;;;
23.02.2025;Bundestagswahl;14713000;5021;5021;1;1;556;348;0;904;510;11;0;510;0;510;53;53;36;57;64;69;11;15;239;141;78;125;3;4;;3;2;3;;1;;8;0;1;;2;3;3;21;25;;;;;;
23.02.2025;Bundestagswahl;14713000;5029;5029;1;1;594;483;0;1077;510;3;2;508;3;507;58;60;34;50;44;45;3;7;260;149;76;152;3;1;;2;3;1;;1;;3;1;2;;1;0;0;26;33;;;;;;
23.02.2025;Bundestagswahl;14713000;5039;5039;1;1;587;382;0;969;516;6;0;516;0;516;66;71;40;70;48;59;6;10;250;143;74;116;4;0;;3;3;4;;1;;3;0;0;;0;1;1;24;35;;;;;;
23.02.2025;Bundestagswahl;14713000;5048;5048;1;1;613;402;0;1015;554;11;1;553;1;553;49;51;31;42;46;43;7;12;298;183;83;169;3;1;;5;12;8;;1;;6;2;0;;1;1;0;21;31;;;;;;
23.02.2025;Bundestagswahl;14713000;5049;5049;1;1;604;420;0;1024;544;4;2;542;2;542;112;105;42;70;125;124;8;29;161;73;69;91;1;1;;1;3;2;;0;;6;0;0;;0;1;1;20;39;;;;;;
23.02.2025;Bundestagswahl;14713000;5109;5109;1;1;771;404;0;1175;624;7;3;621;2;622;104;106;52;76;97;90;12;21;240;162;76;111;6;3;;3;4;3;;1;;5;1;1;;0;2;2;27;38;;;;;;
23.02.2025;Bundestagswahl;14713000;5111;5111;1;1;689;526;0;1215;587;10;3;584;3;584;71;68;34;53;39;43;14;18;308;203;88;153;3;3;;5;2;4;;2;;3;0;1;;1;2;2;23;25;;;;;;
23.02.2025;Bundestagswahl;14713000;5119;5119;1;1;766;485;0;1251;555;13;3;552;3;552;53;51;32;61;33;31;11;15;308;210;85;143;1;0;;3;7;4;;0;;9;2;0;;0;2;2;18;23;;;;;;
23.02.2025;Bundestagswahl;14713000;5121;5121;1;1;715;490;0;1205;613;4;1;612;0;613;81;76;38;51;80;85;9;20;274;178;87;146;6;3;;4;9;2;;2;;7;3;3;;0;2;3;23;33;;;;;;
23.02.2025;Bundestagswahl;14713000;5122;5122;1;1;659;494;0;1153;519;10;1;518;1;518;76;71;37;61;70;81;10;18;229;119;70;121;3;2;;2;3;1;;2;;8;0;0;;0;0;0;20;32;;;;;;
23.02.2025;Bundestagswahl;14713000;5123;5123;1;1;689;475;0;1164;576;6;3;573;4;572;91;87;45;54;83;70;14;32;231;140;87;145;0;2;;7;7;11;;0;;4;0;0;;0;0;0;15;20;;;;;;
23.02.2025;Bundestagswahl;14713000;5129;5129;1;1;712;481;0;1193;622;9;3;619;4;618;85;79;42;77;78;83;5;17;276;158;88;141;3;1;;3;11;11;;0;;4;0;0;;0;5;3;26;41;;;;;;
23.02.2025;Bundestagswahl;14713000;5131;5131;1;1;662;396;0;1058;516;8;0;516;1;515;97;91;22;40;30;34;9;10;261;191;60;92;4;1;;3;11;7;;5;;5;0;1;;0;2;0;20;35;;;;;;
23.02.2025;Bundestagswahl;14713000;5139;5139;1;1;586;413;0;999;486;11;1;485;0;486;60;63;25;53;35;39;15;13;254;186;65;93;1;0;;4;6;3;;1;;8;3;1;;1;0;0;21;21;;;;;;
23.02.2025;Bundestagswahl;14713000;5141;5141;1;1;763;320;0;1083;575;4;3;572;3;572;159;165;55;69;80;78;6;10;197;136;29;53;7;4;;3;4;5;;3;;2;0;0;;1;5;1;30;42;;;;;;
23.02.2025;Bundestagswahl;14713000;5149;5149;1;1;681;307;0;988;508;4;0;508;0;508;133;132;46;55;51;46;6;11;201;139;38;72;4;4;;3;3;2;;0;;5;2;2;;0;1;0;23;37;;;;;;
23.02.2025;Bundestagswahl;14713000;5209;5209;1;1;642;188;0;830;483;2;0;483;1;482;165;156;40;45;77;68;11;13;129;98;20;44;6;4;;7;5;0;;5;;2;0;0;;0;1;1;29;39;;;;;;
23.02.2025;Bundestagswahl;14713000;5211;5211;1;1;757;347;0;1104;593;7;0;593;0;593;140;140;47;62;64;58;10;12;241;165;38;83;6;5;;11;12;6;;2;;9;0;0;;1;3;2;32;37;;;;;;
23.02.2025;Bundestagswahl;14713000;5219;5219;1;1;875;352;0;1227;650;3;5;645;5;645;114;115;39;50;59;60;7;10;324;231;46;106;6;9;;12;8;4;;2;;5;1;0;;0;4;1;37;40;;;;;;
23.02.2025;Bundestagswahl;14713000;5221;5221;1;1;854;236;0;1090;683;2;5;678;3;680;236;237;51;53;94;87;9;13;186;142;24;48;11;6;;12;8;9;;0;;6;0;0;;0;3;2;56;65;;;;;;
23.02.2025;Bundestagswahl;14713000;5231;5231;1;1;657;240;0;897;520;1;3;517;2;518;155;161;49;64;68;64;9;13;162;109;35;58;6;5;;8;3;2;;0;;1;2;1;;0;6;4;22;28;;;;;;
23.02.2025;Bundestagswahl;14713000;5239;5239;1;1;642;242;0;884;506;9;4;502;4;502;139;139;32;41;46;43;4;8;203;148;40;68;6;4;;6;9;3;;3;;4;0;1;;2;5;5;18;27;;;;;;
23.02.2025;Bundestagswahl;14713000;5249;5249;1;1;478;300;0;778;362;1;3;359;3;359;83;86;13;18;45;44;5;9;155;116;31;57;1;1;;2;4;2;;0;;4;0;0;;0;0;0;22;20;;;;;;
23.02.2025;Bundestagswahl;14713000;5259;5259;1;1;819;349;0;1168;594;6;2;592;2;592;126;118;43;50;43;47;4;9;264;187;57;105;12;8;;14;11;10;;0;;10;2;1;;1;0;0;30;32;;;;;;
23.02.2025;Bundestagswahl;14713000;5301;5301;1;1;698;235;0;933;491;0;2;489;3;488;181;181;49;57;104;93;10;17;83;54;18;16;5;5;;8;6;3;;2;;3;0;0;;0;3;3;30;46;;;;;;
23.02.2025;Bundestagswahl;14713000;5309;5309;1;1;332;198;0;530;285;2;3;282;1;284;112;110;14;20;71;69;7;10;43;21;9;21;4;3;;0;2;2;;0;;1;0;0;;0;0;0;20;27;;;;;;
23.02.2025;Bundestagswahl;14713000;5311;5311;1;1;640;267;0;907;540;2;1;539;1;539;158;159;37;42;115;112;10;14;117;84;56;70;10;10;;7;6;2;;0;;4;2;2;;0;0;0;28;33;;;;;;
23.02.2025;Bundestagswahl;14713000;5312;5312;1;1;775;285;0;1060;546;4;4;542;2;544;197;192;47;52;110;104;10;16;105;85;17;20;12;7;;6;4;1;;1;;4;1;2;;0;2;3;37;51;;;;;;
23.02.2025;Bundestagswahl;14713000;5319;5319;1;1;842;226;0;1068;595;0;5;590;8;587;214;216;78;84;105;101;13;15;112;75;8;18;8;8;;11;10;3;;0;;0;0;0;;0;4;3;38;53;;;;;;
23.02.2025;Bundestagswahl;14713000;5329;5329;1;1;774;233;0;1007;578;7;3;575;4;574;227;218;39;39;63;65;10;10;141;113;21;29;12;11;;15;9;8;;0;;6;3;1;;1;2;1;48;57;;;;;;
23.02.2025;Bundestagswahl;14713000;5338;5338;1;1;731;282;0;1013;596;2;1;595;1;595;229;222;39;52;124;129;8;13;99;55;25;37;9;6;;5;3;3;;0;;1;4;1;;0;3;1;52;70;;;;;;
23.02.2025;Bundestagswahl;14713000;5339;5339;1;1;670;326;0;996;529;1;3;526;4;525;204;201;48;42;97;99;11;11;94;68;26;38;14;12;;6;4;5;;1;;4;1;0;;0;0;3;27;35;;;;;;
23.02.2025;Bundestagswahl;14713000;5401;5401;1;1;580;297;0;877;518;7;0;518;0;518;186;183;39;49;134;114;9;22;85;60;17;20;8;7;;4;5;4;;1;;1;1;0;;0;2;3;32;50;;;;;;
23.02.2025;Bundestagswahl;14713000;5408;5408;1;1;592;221;0;813;477;2;3;474;4;473;182;182;28;35;101;98;14;22;77;42;30;40;6;5;;3;3;3;;0;;4;1;1;;0;1;1;31;37;;;;;;
23.02.2025;Bundestagswahl;14713000;5409;5409;1;1;551;263;0;814;453;3;4;449;4;449;139;146;39;42;95;91;15;17;92;68;24;33;13;8;;3;3;3;;3;;4;4;2;;0;0;0;25;29;;;;;;
23.02.2025;Bundestagswahl;14713000;5411;5411;1;1;689;352;0;1041;626;2;5;621;4;622;183;181;55;66;146;148;13;19;105;49;66;83;6;2;;7;3;4;;0;;2;0;0;;0;1;0;43;61;;;;;;
23.02.2025;Bundestagswahl;14713000;5412;5412;1;1;715;299;0;1014;585;1;2;583;4;581;207;210;35;47;130;114;21;31;124;65;19;45;2;4;;5;4;4;;1;;4;2;0;;0;1;2;38;49;;;;;;
23.02.2025;Bundestagswahl;14713000;5509;5509;1;1;359;103;0;462;316;2;3;313;1;315;130;123;25;29;72;68;10;17;44;29;11;16;3;2;;5;2;1;;0;;2;1;2;;0;0;1;15;20;;;;;;
