datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
23.02.2025;Bundestagswahl;14713000;9149;9149;1;1;669;378;0;1047;518;1;2;516;1;517;143;142;74;60;81;77;17;22;93;103;41;41;7;8;;4;5;3;;1;9;6;;0;0;0;1;0;43;50;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9151;9151;1;1;768;401;0;1169;703;7;3;700;3;700;136;144;120;96;164;133;16;26;115;115;66;103;6;10;;5;6;3;;1;5;4;;0;0;1;2;2;44;57;18;;2;;;
23.02.2025;Bundestagswahl;14713000;9161;9161;1;1;682;351;0;1033;536;6;2;534;2;534;104;101;82;63;102;75;14;24;114;131;70;86;4;3;;8;8;2;;2;5;4;;0;1;0;2;1;27;34;0;;1;;;
23.02.2025;Bundestagswahl;14713000;9162;9162;1;1;756;404;0;1160;662;11;3;659;2;660;117;121;83;65;154;116;18;29;148;150;78;106;2;4;;7;9;5;;0;4;6;;1;2;1;5;2;34;47;2;;3;;;
23.02.2025;Bundestagswahl;14713000;9171;9171;1;1;730;374;0;1104;622;4;7;615;6;616;113;114;87;69;118;96;17;34;127;136;80;100;7;4;;5;7;8;;0;11;5;;0;1;0;2;1;42;44;2;;1;;;
23.02.2025;Bundestagswahl;14713000;9179;9179;1;1;834;475;0;1309;711;7;1;710;1;710;132;134;79;73;134;106;21;35;176;143;100;137;5;3;;7;14;7;;0;5;4;;1;1;0;0;0;40;60;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9209;9209;1;1;864;229;0;1093;587;1;2;585;4;583;227;231;63;46;95;71;16;22;87;96;16;22;8;9;;17;9;5;;0;6;5;;1;0;1;3;1;47;56;6;;2;;;
23.02.2025;Bundestagswahl;14713000;9211;9211;1;1;911;284;0;1195;700;3;1;699;1;699;226;223;98;83;139;109;11;16;118;116;30;52;7;9;;5;4;5;;1;3;6;;1;1;0;2;4;54;69;6;;0;;;
23.02.2025;Bundestagswahl;14713000;9219;9219;1;1;842;485;0;1327;532;3;4;528;5;527;156;154;52;47;124;103;10;22;83;78;31;48;7;4;;4;5;4;;0;5;2;;1;0;0;2;2;49;58;2;;2;;;
23.02.2025;Bundestagswahl;14713000;9221;9221;1;1;900;336;0;1236;684;2;0;684;2;682;220;228;93;81;126;98;14;21;99;99;25;37;17;9;;7;8;9;;0;5;8;;0;5;5;0;1;61;79;8;;3;;;
23.02.2025;Bundestagswahl;14713000;9229;9229;1;1;722;324;0;1046;539;1;3;536;4;535;151;148;80;66;121;99;7;25;76;76;30;48;5;2;;12;12;5;;1;6;6;;0;0;0;0;0;41;47;7;;0;;;
23.02.2025;Bundestagswahl;14713000;9239;9239;1;1;879;392;0;1271;695;8;5;690;4;691;247;240;99;80;132;112;8;14;100;115;28;37;8;8;;9;5;7;;1;6;8;;0;1;0;0;1;53;59;1;;2;;;
23.02.2025;Bundestagswahl;14713000;9300;9300;1;1;646;321;0;967;483;7;2;481;3;480;203;204;58;46;92;77;9;6;51;55;19;31;2;3;;8;5;2;;0;2;1;;1;1;1;1;1;38;44;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9318;9318;1;1;695;347;0;1042;520;3;5;515;6;514;161;166;51;46;113;90;13;14;94;91;37;48;1;1;;3;7;6;;1;2;2;;2;2;0;0;0;31;44;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9319;9319;1;1;599;317;0;916;446;3;3;443;2;444;115;114;45;32;129;104;9;24;62;65;32;48;6;6;;7;3;6;;2;3;3;;0;0;1;1;1;31;31;5;;2;;;
23.02.2025;Bundestagswahl;14713000;9321;9321;1;1;878;361;0;1239;638;4;3;635;7;631;179;180;74;71;144;121;10;15;115;107;42;56;9;7;;10;10;7;;1;7;4;;0;0;0;1;1;42;51;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9329;9329;1;1;715;282;0;997;486;1;2;484;3;483;179;171;50;51;91;70;14;14;71;85;32;35;3;2;;3;7;5;;1;6;5;;0;0;0;0;0;31;41;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9339;9339;1;1;810;396;0;1206;588;6;1;587;1;587;168;166;65;58;104;78;16;18;134;131;38;59;9;6;;8;6;5;;1;4;2;;1;2;1;0;0;39;53;1;;1;;;
23.02.2025;Bundestagswahl;14713000;9341;9341;1;1;797;420;0;1217;653;6;3;650;2;651;146;144;93;76;131;98;11;20;122;133;66;79;10;10;;10;10;3;;1;9;5;;2;2;2;1;2;47;66;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9349;9349;1;1;891;342;0;1233;665;7;2;663;2;663;190;189;77;66;118;86;14;16;143;155;50;64;9;11;;16;13;4;;1;7;5;;0;0;0;2;3;37;47;3;;0;;;
23.02.2025;Bundestagswahl;14713000;9359;9359;1;1;928;327;0;1255;676;5;6;670;5;671;223;224;58;48;114;106;10;21;127;123;52;61;11;7;;6;9;7;;4;7;8;;1;5;5;1;0;48;50;2;;3;;;
23.02.2025;Bundestagswahl;14713000;9361;9361;1;1;737;365;0;1102;590;4;3;587;5;585;180;183;63;58;112;90;11;16;116;113;34;46;7;8;;10;7;8;;0;6;4;;1;2;1;0;2;42;45;5;;2;;;
23.02.2025;Bundestagswahl;14713000;9400;9400;1;1;528;157;0;685;437;3;2;435;2;435;191;192;30;34;114;98;11;17;29;34;11;15;6;6;;4;4;2;;0;6;3;;0;2;0;0;0;31;30;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9402;9402;1;1;503;160;0;663;401;4;3;398;2;399;159;156;32;34;122;98;5;12;30;29;15;25;3;2;;7;3;0;;2;3;1;;0;1;0;0;0;23;33;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9419;9419;1;1;583;168;0;751;501;1;2;499;1;500;203;201;36;33;122;98;16;25;43;48;23;28;5;5;;6;2;1;;1;4;2;;0;0;0;1;0;44;52;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9509;9509;1;1;752;394;0;1146;622;4;7;615;5;617;239;240;47;55;185;131;15;28;48;61;24;33;10;5;;10;3;3;;3;4;2;;0;0;0;3;0;34;46;2;;1;;;
23.02.2025;Bundestagswahl;14713000;9511;9511;1;1;799;444;0;1243;652;2;4;648;5;647;259;254;61;57;172;137;18;29;56;59;24;34;4;3;;6;4;2;;1;4;6;;2;2;0;1;1;41;56;2;;0;;;
23.02.2025;Bundestagswahl;14713000;9519;9519;1;1;840;423;0;1263;616;0;4;612;3;613;214;217;68;70;187;132;11;31;53;67;29;41;10;9;;3;4;4;;0;4;4;;0;0;1;0;1;27;33;4;;1;;;
23.02.2025;Bundestagswahl;14713000;9521;9521;1;1;734;442;0;1176;623;3;2;621;2;621;234;243;50;44;194;151;15;23;42;51;31;49;5;4;;5;5;2;;0;4;1;;0;0;0;3;1;38;47;0;;0;;;
23.02.2025;Bundestagswahl;14713000;9529;9529;1;1;828;387;0;1215;662;5;2;660;2;660;264;256;53;46;177;146;9;23;55;69;24;37;9;6;;4;8;4;;0;4;3;;0;3;0;4;4;49;62;0;;1;;;
23.02.2025;Bundestagswahl;14713000;9531;9531;1;1;780;403;0;1183;655;2;5;650;5;650;264;260;47;42;167;141;17;27;56;64;34;37;7;6;;6;1;1;;0;1;1;;1;2;0;4;2;47;62;2;;1;;;
23.02.2025;Bundestagswahl;14713000;0005;0005;1;1;;;;;465;465;2;463;1;464;53;57;34;41;118;118;13;24;135;82;66;81;3;3;;2;4;3;;1;;13;1;1;;1;1;1;35;36;;;;;;
23.02.2025;Bundestagswahl;14713000;0105;0105;1;1;;;;;411;411;1;410;0;411;30;32;50;63;82;89;15;17;146;98;53;71;5;2;;4;4;5;;0;;7;0;0;;0;0;0;25;23;;;;;;
23.02.2025;Bundestagswahl;14713000;0115;0115;1;1;;;;;830;830;4;826;4;826;81;79;100;125;169;170;32;49;282;159;102;157;10;8;;6;8;5;;0;;13;0;1;;1;1;1;41;52;;;;;;
23.02.2025;Bundestagswahl;14713000;0125;0125;1;1;;;;;507;507;1;506;1;506;34;34;43;64;90;86;16;21;207;123;83;127;5;5;;2;4;3;;0;;6;1;1;;0;1;2;22;32;;;;;;
23.02.2025;Bundestagswahl;14713000;0205;0205;1;1;;;;;892;892;3;889;3;889;61;61;82;99;144;140;21;30;398;255;126;214;7;4;;4;11;9;;0;;17;5;2;;1;1;1;33;52;;;;;;
23.02.2025;Bundestagswahl;14713000;0215;0215;1;1;;;;;505;505;2;503;1;504;44;43;54;56;72;69;13;28;197;125;87;127;5;3;;3;5;4;;0;;6;2;2;;0;0;0;24;38;;;;;;
23.02.2025;Bundestagswahl;14713000;0225;0225;1;1;;;;;602;602;1;601;0;602;55;55;65;68;117;111;19;29;215;145;97;134;5;6;;6;3;3;;1;;15;2;1;;0;3;3;20;25;;;;;;
23.02.2025;Bundestagswahl;14713000;0235;0235;1;1;;;;;722;722;1;721;0;722;50;57;70;94;102;87;14;21;331;209;88;155;5;5;;8;13;8;;1;;9;1;1;;0;1;2;46;65;;;;;;
23.02.2025;Bundestagswahl;14713000;0245;0245;1;1;;;;;846;846;2;844;0;846;75;77;93;134;91;92;14;23;410;283;98;149;14;10;;8;10;5;;3;;15;3;2;;0;1;0;35;45;;;;;;
23.02.2025;Bundestagswahl;14713000;0305;0305;1;1;;;;;973;973;0;973;0;973;62;66;84;135;206;187;24;41;360;219;169;217;9;9;;4;6;8;;0;;19;4;2;;2;0;1;49;63;;;;;;
23.02.2025;Bundestagswahl;14713000;0315;0315;1;1;;;;;560;560;2;558;2;558;34;33;48;73;73;74;12;18;246;142;114;177;2;2;;4;5;3;;0;;3;0;0;;0;2;0;22;29;;;;;;
23.02.2025;Bundestagswahl;14713000;0325;0325;1;1;;;;;908;908;3;905;4;904;59;55;81;124;135;144;29;44;409;235;149;220;3;5;;9;4;3;;1;;7;5;3;;1;2;1;29;52;;;;;;
23.02.2025;Bundestagswahl;14713000;0335;0335;1;1;;;;;512;512;2;510;2;510;40;45;64;85;137;141;12;15;134;73;84;92;1;1;;7;7;3;;0;;7;0;0;;0;1;1;30;40;;;;;;
23.02.2025;Bundestagswahl;14713000;0345;0345;1;1;;;;;983;983;5;978;3;980;59;68;95;137;168;171;21;29;415;256;152;230;9;5;;7;10;9;;1;;5;2;2;;1;1;1;46;58;;;;;;
23.02.2025;Bundestagswahl;14713000;0355;0355;1;1;;;;;524;524;1;523;0;524;40;41;49;76;57;55;5;14;245;144;95;142;5;4;;5;6;10;;0;;5;2;2;;0;0;1;19;25;;;;;;
23.02.2025;Bundestagswahl;14713000;0405;0405;1;1;;;;;1024;1024;1;1023;0;1024;50;50;107;132;229;224;29;41;347;200;219;299;8;9;;3;8;5;;3;;16;0;4;;1;2;1;24;36;;;;;;
23.02.2025;Bundestagswahl;14713000;0415;0415;1;1;;;;;673;673;1;672;0;673;59;57;58;86;138;133;18;26;237;137;109;148;8;5;;15;4;1;;0;;9;2;0;;0;0;0;39;56;;;;;;
23.02.2025;Bundestagswahl;14713000;0425;0425;1;1;;;;;530;530;0;530;0;530;55;52;57;77;103;99;6;17;188;117;99;141;3;3;;2;5;1;;0;;6;0;0;;0;0;0;14;15;;;;;;
23.02.2025;Bundestagswahl;14713000;0435;0435;1;1;;;;;1059;1059;5;1054;4;1055;87;84;85;138;157;166;36;39;409;249;211;282;6;4;;9;12;6;;1;;14;1;0;;0;1;1;49;62;;;;;;
23.02.2025;Bundestagswahl;14713000;0505;0505;1;1;;;;;854;854;1;853;0;854;64;67;80;120;170;154;26;43;280;157;192;238;5;6;;7;6;6;;0;;15;7;3;;0;2;1;21;37;;;;;;
23.02.2025;Bundestagswahl;14713000;0515;0515;1;1;;;;;853;853;5;848;4;849;56;59;88;118;141;136;27;40;305;178;190;260;6;2;;4;6;2;;0;;14;1;0;;0;3;1;25;35;;;;;;
23.02.2025;Bundestagswahl;14713000;0525;0525;1;1;;;;;1003;1003;0;1003;0;1003;61;63;116;153;227;216;27;51;274;158;243;279;8;7;;6;10;7;;1;;17;0;0;;0;2;3;35;42;;;;;;
23.02.2025;Bundestagswahl;14713000;0535;0535;1;1;;;;;693;693;0;693;0;693;46;49;73;90;204;195;22;36;156;94;156;179;4;2;;2;4;4;;2;;9;1;0;;0;2;0;25;31;;;;;;
23.02.2025;Bundestagswahl;14713000;0605;0605;1;1;;;;;813;813;2;811;2;811;78;79;114;114;148;152;29;32;265;193;105;138;9;7;;6;12;6;;1;;22;2;0;;0;0;1;49;60;;;;;;
23.02.2025;Bundestagswahl;14713000;0615;0615;1;1;;;;;795;795;5;790;2;793;80;86;67;97;202;190;22;44;221;144;143;162;13;2;;3;8;10;;1;;16;3;1;;0;0;0;31;37;;;;;;
23.02.2025;Bundestagswahl;14713000;0625;0625;1;1;;;;;920;920;0;920;1;919;71;70;102;124;173;176;35;46;324;226;150;174;3;5;;8;18;8;;0;;24;2;1;;0;1;2;41;55;;;;;;
23.02.2025;Bundestagswahl;14713000;1005;1005;1;1;;;;;968;968;8;960;7;961;140;145;125;90;185;169;19;23;289;283;79;116;13;9;;26;20;13;;4;13;13;;1;1;1;0;1;70;67;4;;2;;;
23.02.2025;Bundestagswahl;14713000;1015;1015;1;1;;;;;677;677;1;676;2;675;77;79;114;75;103;79;10;13;228;236;62;100;9;7;;13;11;8;;3;11;7;;1;1;0;0;0;49;54;0;;1;;;
23.02.2025;Bundestagswahl;14713000;1025;1025;1;1;;;;;781;781;8;773;6;775;90;95;101;67;106;88;14;22;302;305;66;102;8;6;;15;17;12;;0;6;4;;3;2;1;1;1;58;54;1;;1;;;
23.02.2025;Bundestagswahl;14713000;1105;1105;1;1;;;;;561;561;1;560;2;559;94;86;91;88;192;160;7;12;72;69;17;39;7;7;;10;6;6;;0;1;1;;0;0;1;0;3;71;77;1;;1;;;
23.02.2025;Bundestagswahl;14713000;1115;1115;1;1;;;;;437;437;9;428;5;432;84;82;89;76;93;72;5;9;68;84;14;21;4;2;;7;4;3;;1;6;3;;1;0;0;2;0;56;71;0;;3;;;
23.02.2025;Bundestagswahl;14713000;1125;1125;1;1;;;;;468;468;7;461;8;460;96;98;77;83;115;91;10;11;76;78;27;26;3;4;;6;7;7;;0;5;7;;0;0;0;0;0;41;49;2;;2;;;
23.02.2025;Bundestagswahl;14713000;1205;1205;1;1;;;;;909;909;4;905;3;906;185;181;126;111;187;151;17;24;206;217;52;80;19;20;;20;20;10;;1;10;6;;2;1;0;3;2;74;81;2;;3;;;
23.02.2025;Bundestagswahl;14713000;1305;1305;1;1;;;;;675;675;1;674;1;674;135;137;80;69;232;199;18;27;94;92;24;50;10;13;;9;15;11;;0;5;4;;3;3;0;1;1;52;59;2;;3;;;
23.02.2025;Bundestagswahl;14713000;1315;1315;1;1;;;;;532;532;0;532;1;531;113;121;66;68;188;159;16;19;54;59;17;24;5;6;;5;9;6;;2;8;5;;1;0;0;0;1;53;55;1;;2;;;
23.02.2025;Bundestagswahl;14713000;1325;1325;1;1;;;;;661;661;3;658;3;658;158;160;96;92;166;136;21;28;85;98;29;35;9;11;;9;20;9;;2;7;6;;0;2;1;2;2;59;69;3;;1;;;
23.02.2025;Bundestagswahl;14713000;1405;1405;1;1;;;;;610;610;0;610;0;610;113;112;73;85;237;186;16;22;69;65;24;50;7;9;;8;12;6;;2;5;4;;2;2;2;1;0;47;57;1;;3;;;
23.02.2025;Bundestagswahl;14713000;1415;1415;1;1;;;;;588;588;1;587;1;587;133;133;86;76;170;152;13;14;72;73;37;50;11;7;;10;7;4;;2;3;2;;0;0;0;0;2;50;62;0;;5;;;
23.02.2025;Bundestagswahl;14713000;1505;1505;1;1;;;;;775;775;2;773;2;773;166;164;102;97;282;233;16;29;59;69;49;58;22;19;;9;6;3;;1;8;10;;0;0;1;1;2;60;78;2;;0;;;
23.02.2025;Bundestagswahl;14713000;2005;2005;1;1;;;;;956;956;2;954;1;955;23;26;101;62;40;28;1;2;650;617;95;183;3;2;;3;11;4;;2;7;4;;0;0;0;0;0;19;22;1;;3;;;
23.02.2025;Bundestagswahl;14713000;2015;2015;1;1;;;;;590;590;1;589;1;589;23;24;66;37;21;15;8;9;390;358;60;117;2;1;;1;2;3;;0;6;9;;1;1;1;0;0;6;13;1;;3;;;
23.02.2025;Bundestagswahl;14713000;2025;2025;1;1;;;;;813;813;3;810;2;811;75;87;99;84;139;124;16;16;319;281;84;132;10;5;;10;12;8;;2;13;15;;1;2;2;0;1;41;43;0;;0;;;
23.02.2025;Bundestagswahl;14713000;2035;2035;1;1;;;;;918;918;0;918;2;916;49;53;97;48;83;55;10;23;474;461;141;201;5;3;;4;11;9;;0;10;15;;3;1;1;1;2;30;38;2;;4;;;
23.02.2025;Bundestagswahl;14713000;2105;2105;1;1;;;;;799;799;2;797;2;797;65;63;101;52;71;50;0;8;450;443;54;115;3;4;;10;15;5;;1;10;12;;0;0;0;0;0;25;34;1;;2;;;
23.02.2025;Bundestagswahl;14713000;2115;2115;1;1;;;;;990;990;4;986;4;986;40;43;113;64;40;29;7;6;628;623;93;161;0;0;;3;21;12;;3;15;11;;1;1;0;0;0;24;30;0;;4;;;
23.02.2025;Bundestagswahl;14713000;2125;2125;1;1;;;;;709;709;3;706;2;707;52;52;70;48;90;75;11;17;370;355;68;109;0;1;;10;10;7;;0;7;5;;2;1;1;2;1;24;24;1;;0;;;
23.02.2025;Bundestagswahl;14713000;2205;2205;1;1;;;;;703;703;1;702;1;702;56;56;101;73;87;66;8;12;285;293;90;132;9;8;;5;22;8;;1;5;10;;0;1;0;2;1;35;37;1;;0;;;
23.02.2025;Bundestagswahl;14713000;2215;2215;1;1;;;;;752;752;1;751;0;752;96;96;111;83;145;107;13;21;222;218;68;111;7;7;;15;12;7;;0;12;13;;3;1;0;1;1;60;70;0;;3;;;
23.02.2025;Bundestagswahl;14713000;2225;2225;1;1;;;;;762;762;3;759;3;759;53;58;110;58;86;72;23;31;302;280;98;176;11;7;;5;16;14;;4;10;7;;1;1;0;3;3;41;43;2;;3;;;
23.02.2025;Bundestagswahl;14713000;2235;2235;1;1;;;;;859;859;2;857;1;858;48;51;112;57;71;56;13;15;429;410;111;190;3;1;;9;15;10;;4;14;9;;0;3;0;1;0;34;46;1;;2;;;
23.02.2025;Bundestagswahl;14713000;2305;2305;1;1;;;;;512;512;2;510;1;511;96;102;93;90;132;108;3;10;86;86;30;44;6;3;;11;13;7;;0;7;6;;0;0;0;3;0;39;44;1;;1;;;
23.02.2025;Bundestagswahl;14713000;2315;2315;1;1;;;;;548;548;0;548;1;547;81;89;74;54;82;67;13;13;182;178;51;74;8;12;;18;10;3;;0;16;10;;1;0;1;1;0;26;27;4;;0;;;
23.02.2025;Bundestagswahl;14713000;2325;2325;1;1;;;;;705;705;6;699;5;700;103;108;101;97;161;120;8;12;149;153;77;119;17;12;;10;12;2;;2;8;4;;0;1;1;2;1;58;59;1;;1;;;
23.02.2025;Bundestagswahl;14713000;2405;2405;1;1;;;;;533;533;5;528;3;530;117;118;75;74;156;119;7;14;62;59;17;31;19;12;;11;8;7;;1;7;5;;0;2;1;2;2;53;76;2;;1;;;
23.02.2025;Bundestagswahl;14713000;2415;2415;1;1;;;;;681;681;3;678;2;679;176;178;95;89;168;134;7;11;98;105;18;25;10;7;;28;12;2;;3;6;3;;1;1;1;1;2;79;90;5;;2;;;
23.02.2025;Bundestagswahl;14713000;2425;2425;1;1;;;;;686;686;2;684;2;684;142;147;97;88;189;140;20;22;94;109;44;64;12;12;;16;17;5;;5;3;4;;1;0;1;2;0;57;70;6;;1;;;
23.02.2025;Bundestagswahl;14713000;2505;2505;1;1;;;;;670;670;4;666;4;666;127;128;91;99;224;193;18;24;81;82;31;38;17;13;;5;7;2;;1;8;7;;4;1;0;1;1;57;69;1;;2;;;
23.02.2025;Bundestagswahl;14713000;2605;2605;1;1;;;;;941;941;1;940;1;940;188;199;126;128;350;293;22;24;95;101;67;84;11;7;;10;7;6;;0;11;10;;1;1;2;1;0;59;75;1;;1;;;
23.02.2025;Bundestagswahl;14713000;2615;2615;1;1;;;;;693;693;4;689;4;689;97;101;83;84;299;255;13;25;73;71;54;74;11;10;;5;4;0;;2;8;3;;0;0;0;2;2;43;57;2;;0;;;
23.02.2025;Bundestagswahl;14713000;2705;2705;1;1;;;;;571;571;0;571;0;571;107;115;50;58;233;166;16;24;50;61;42;65;14;11;;9;4;0;;0;11;12;;1;0;0;2;1;39;48;1;;2;;;
23.02.2025;Bundestagswahl;14713000;2715;2715;1;1;;;;;738;738;5;733;5;733;135;149;78;79;278;230;18;24;83;74;48;75;15;12;;10;8;8;;3;12;12;;1;0;0;1;1;49;55;3;;5;;;
23.02.2025;Bundestagswahl;14713000;2725;2725;1;1;;;;;578;578;0;578;1;577;132;135;82;79;183;153;8;14;47;51;34;51;11;6;;2;5;4;;1;5;6;;0;0;0;3;1;66;74;1;;1;;;
23.02.2025;Bundestagswahl;14713000;2805;2805;1;1;;;;;543;543;1;542;0;543;68;69;63;58;219;174;27;33;55;67;45;78;14;13;;4;2;5;;0;5;2;;0;1;0;1;1;39;39;3;;0;;;
23.02.2025;Bundestagswahl;14713000;2905;2905;1;1;;;;;479;479;2;477;1;478;126;130;31;37;193;151;10;17;44;46;16;23;7;4;;8;4;2;;2;8;8;;0;1;0;0;0;35;50;1;;1;;;
23.02.2025;Bundestagswahl;14713000;3005;3005;1;1;;;;;601;601;3;598;3;598;38;39;44;76;74;72;14;28;320;176;76;162;6;1;;5;11;6;;0;;11;1;0;;1;0;2;14;19;;;;;;
23.02.2025;Bundestagswahl;14713000;3015;3015;1;1;;;;;1154;1154;0;1154;1;1153;49;49;79;100;100;110;16;24;670;462;179;312;9;6;;9;14;11;;1;;24;3;1;;0;3;3;32;41;;;;;;
23.02.2025;Bundestagswahl;14713000;3025;3025;1;1;;;;;596;596;0;596;0;596;30;30;41;67;47;60;8;10;360;245;83;145;8;4;;1;7;7;;1;;6;2;0;;0;0;0;10;20;;;;;;
23.02.2025;Bundestagswahl;14713000;3035;3035;1;1;;;;;1060;1060;2;1058;1;1059;63;63;113;141;100;113;24;24;520;346;170;273;11;11;;16;19;10;;3;;17;6;4;;1;0;0;32;37;;;;;;
23.02.2025;Bundestagswahl;14713000;3045;3045;1;1;;;;;621;621;2;619;0;621;39;35;51;63;70;69;12;12;285;195;118;174;8;6;;6;9;8;;1;;12;1;1;;1;1;0;25;38;;;;;;
23.02.2025;Bundestagswahl;14713000;3055;3055;1;1;;;;;858;858;1;857;1;857;63;60;85;113;75;82;14;18;443;290;102;186;9;12;;20;14;6;;0;;13;1;3;;0;1;1;50;53;;;;;;
23.02.2025;Bundestagswahl;14713000;3065;3065;1;1;;;;;941;941;1;940;1;940;45;50;62;98;89;85;12;19;544;378;143;240;7;5;;8;15;10;;1;;9;2;1;;0;0;0;21;36;;;;;;
23.02.2025;Bundestagswahl;14713000;3075;3075;1;1;;;;;881;881;0;881;0;881;73;73;69;90;85;92;10;14;443;320;120;184;6;5;;16;17;10;;1;;9;2;1;;1;2;0;54;65;;;;;;
23.02.2025;Bundestagswahl;14713000;3105;3105;1;1;;;;;474;474;2;472;1;473;43;40;60;69;77;76;12;17;174;121;69;103;7;3;;7;6;2;;0;;6;0;0;;0;0;0;24;29;;;;;;
23.02.2025;Bundestagswahl;14713000;3115;3115;1;1;;;;;778;778;1;777;1;777;86;84;64;78;94;89;18;24;298;220;132;174;11;9;;15;19;13;;0;;17;1;1;;1;3;1;51;51;;;;;;
23.02.2025;Bundestagswahl;14713000;3125;3125;1;1;;;;;835;835;1;834;1;834;100;97;75;101;169;178;29;30;281;174;121;177;14;12;;7;6;5;;2;;3;2;1;;0;0;0;37;47;;;;;;
23.02.2025;Bundestagswahl;14713000;3135;3135;1;1;;;;;764;764;2;762;2;762;101;101;67;69;116;125;19;16;283;207;100;138;10;8;;15;10;9;;2;;16;3;1;;0;1;0;52;55;;;;;;
23.02.2025;Bundestagswahl;14713000;3145;3145;1;1;;;;;790;790;2;788;2;788;114;118;88;101;175;162;16;19;216;128;96;128;13;15;;16;11;7;;1;;17;2;2;;0;3;2;54;72;;;;;;
23.02.2025;Bundestagswahl;14713000;3155;3155;1;1;;;;;850;850;5;845;6;844;102;105;96;116;177;162;21;31;258;138;104;175;19;16;;8;6;6;;0;;11;0;1;;0;2;3;60;72;;;;;;
23.02.2025;Bundestagswahl;14713000;3205;3205;1;1;;;;;876;876;2;874;1;875;117;125;118;150;257;249;19;19;192;119;87;98;18;14;;10;9;7;;0;;10;4;4;;0;3;2;50;68;;;;;;
23.02.2025;Bundestagswahl;14713000;3215;3215;1;1;;;;;570;570;3;567;1;569;86;90;79;87;185;176;14;20;115;70;41;56;12;10;;3;4;5;;0;;6;0;0;;0;1;1;30;45;;;;;;
23.02.2025;Bundestagswahl;14713000;3305;3305;1;1;;;;;833;833;1;832;1;832;166;168;83;102;232;206;20;23;181;115;65;97;14;14;;11;6;4;;1;;13;1;0;;0;2;3;62;75;;;;;;
23.02.2025;Bundestagswahl;14713000;3405;3405;1;1;;;;;606;606;2;604;2;604;143;142;79;78;159;161;20;24;80;43;45;54;22;19;;7;8;3;;0;;4;0;0;;0;3;1;45;68;;;;;;
23.02.2025;Bundestagswahl;14713000;3415;3415;1;1;;;;;578;578;6;572;3;575;147;140;63;67;169;168;23;28;65;44;42;39;13;13;;5;2;3;;0;;5;0;0;;0;4;5;44;58;;;;;;
23.02.2025;Bundestagswahl;14713000;3505;3505;1;1;;;;;875;875;3;872;1;874;179;177;110;121;230;221;31;38;139;85;91;115;16;14;;8;7;6;;1;;6;2;1;;0;2;1;65;80;;;;;;
23.02.2025;Bundestagswahl;14713000;3515;3515;1;1;;;;;803;803;3;800;2;801;143;147;80;84;272;275;24;31;121;61;77;94;16;12;;7;11;10;;1;;8;0;0;;0;2;1;54;70;;;;;;
23.02.2025;Bundestagswahl;14713000;4005;4005;1;1;;;;;918;918;1;917;1;917;37;39;43;89;91;95;7;20;533;312;165;291;9;9;;8;8;7;;0;;20;4;0;;0;1;2;19;25;;;;;;
23.02.2025;Bundestagswahl;14713000;4015;4015;1;1;;;;;951;951;1;950;3;948;32;33;92;139;93;102;12;20;518;301;156;266;5;5;;6;8;7;;0;;19;3;0;;0;2;3;29;47;;;;;;
23.02.2025;Bundestagswahl;14713000;4025;4025;1;1;;;;;573;573;1;572;0;573;37;36;45;79;72;77;17;18;288;162;89;156;3;3;;4;6;4;;1;;5;0;2;;0;2;1;13;25;;;;;;
23.02.2025;Bundestagswahl;14713000;4035;4035;1;1;;;;;981;981;3;978;3;978;56;57;76;116;90;93;14;26;526;324;174;284;5;4;;7;7;4;;2;;12;0;0;;1;2;2;28;46;;;;;;
23.02.2025;Bundestagswahl;14713000;4045;4045;1;1;;;;;577;577;18;559;18;559;25;24;50;81;42;46;11;16;283;168;120;181;4;3;;4;8;3;;2;;9;1;0;;0;0;0;15;22;;;;;;
23.02.2025;Bundestagswahl;14713000;4055;4055;1;1;;;;;1019;1019;1;1018;1;1018;55;52;92;130;145;150;22;32;496;271;160;294;5;4;;4;8;8;;4;;11;3;0;;0;2;3;30;55;;;;;;
23.02.2025;Bundestagswahl;14713000;4065;4065;1;1;;;;;741;741;2;739;2;739;31;30;49;82;68;71;7;16;436;270;106;202;4;3;;4;5;6;;1;;10;2;0;;0;0;0;31;44;;;;;;
23.02.2025;Bundestagswahl;14713000;4075;4075;1;1;;;;;927;927;3;924;1;926;43;42;56;92;97;118;11;15;503;297;164;279;3;2;;8;11;8;;0;;11;1;0;;0;2;1;33;53;;;;;;
